customerID,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Level
1,1,1,0.6921136409831756,Medium
4,1,1,0.6064063542817864,Medium
14,1,1,0.5323746874973304,Medium
16,1,1,0.7396989008981621,High
18,1,1,0.6641147305166252,Medium
21,0,1,0.6970868425894198,Medium
29,0,1,0.7298437048463633,High
38,1,1,0.6258902308108327,Medium
41,1,1,0.6563912776174813,Medium
43,1,1,0.728152763918415,High
45,1,1,0.6142119739811583,Medium
48,1,1,0.5370807210080241,Medium
49,1,1,0.642288166851868,Medium
58,0,1,0.5247682189521553,Medium
60,0,1,0.6643636884013129,Medium
65,1,1,0.5467476304757372,Medium
71,1,1,0.7481645224579645,High
73,1,1,0.6144559515597964,Medium
74,1,1,0.5794761367839375,Medium
82,1,1,0.5408537954345456,Medium
86,1,1,0.5469681895280499,Medium
93,0,1,0.6936914643172019,Medium
99,1,1,0.7900998608649934,High
102,1,1,0.6759965001751801,Medium
106,1,1,0.5451334254399584,Medium
124,1,1,0.5538250362684831,Medium
127,1,1,0.6946582874223942,Medium
128,1,1,0.5990157512769271,Medium
130,1,1,0.6368096830217992,Medium
132,1,1,0.5874958173523148,Medium
133,1,1,0.5679678679980694,Medium
134,1,1,0.7778104772892724,High
140,1,1,0.571402369036054,Medium
143,1,1,0.5815147334603812,Medium
144,0,1,0.6466572859402576,Medium
153,0,1,0.679769780422109,Medium
154,0,1,0.5673781551761196,Medium
158,1,1,0.7668035024228873,High
162,0,1,0.6615763902952663,Medium
163,0,1,0.5112222834360015,Medium
166,1,1,0.723129875563944,High
176,0,1,0.7540397564916639,High
179,1,1,0.7352088483529884,High
181,1,1,0.7361884133057449,High
183,0,1,0.5044152975594619,Medium
187,1,1,0.555756193894162,Medium
189,1,1,0.7957243898625825,High
197,1,1,0.5702086135323389,Medium
201,0,1,0.6528560998804759,Medium
209,1,1,0.6383311428736372,Medium
215,1,1,0.7254096838235675,High
221,0,1,0.5356810157181203,Medium
222,0,1,0.5826349422861851,Medium
229,1,1,0.682969811317163,Medium
233,1,1,0.5345019693425193,Medium
235,1,1,0.7153434355327954,High
237,1,1,0.542257195180082,Medium
239,0,1,0.6788055284161176,Medium
243,1,1,0.7215441812438875,High
248,1,1,0.5217527134735225,Medium
256,1,1,0.5331198328388296,Medium
264,0,1,0.6312304065866078,Medium
273,1,1,0.5252132244189851,Medium
286,1,1,0.7993614928504111,High
287,1,1,0.6894328021089732,Medium
288,1,1,0.6161175906515549,Medium
289,0,1,0.6753019538063583,Medium
296,1,1,0.5571197479451768,Medium
299,0,1,0.6859966526063949,Medium
310,1,1,0.6546792517478808,Medium
316,1,1,0.6351110029864535,Medium
321,0,1,0.7181229766246521,High
323,0,1,0.5356792663429817,Medium
325,0,1,0.7567447502426395,High
334,1,1,0.7817502684276584,High
339,0,1,0.5812268638204585,Medium
347,0,1,0.6764546298419238,Medium
351,0,1,0.6524499004125338,Medium
352,1,1,0.5064967032129147,Medium
359,1,1,0.670035898427296,Medium
360,1,1,0.7413838487525239,High
366,1,1,0.8397207374364863,High
370,1,1,0.7017705782622377,High
372,0,1,0.5659444696256817,Medium
373,1,1,0.6978100526992347,Medium
374,0,1,0.6096975124063785,Medium
375,1,1,0.5711005050076228,Medium
379,1,1,0.7199724483357445,High
380,1,1,0.7810198738175229,High
381,1,1,0.6269403264352106,Medium
384,0,1,0.5783933994707909,Medium
387,1,1,0.6747054830690589,Medium
389,1,1,0.607833200412449,Medium
394,1,1,0.7173503385476524,High
396,0,1,0.539873825752757,Medium
397,1,1,0.7625298497677879,High
401,1,1,0.5528884531527775,Medium
409,1,1,0.7268633725951655,High
410,1,1,0.532463989995553,Medium
413,0,1,0.5590087509235381,Medium
414,0,1,0.5770899576398132,Medium
417,1,1,0.5549187773292952,Medium
418,1,1,0.7928111320803016,High
419,1,1,0.811597429658728,High
426,1,1,0.7165747576828995,High
429,1,1,0.668434715068334,Medium
432,1,1,0.7331012074453002,High
436,1,1,0.7445964775535745,High
439,1,1,0.5407300619791513,Medium
454,1,1,0.7215705881442599,High
455,0,1,0.5667600298598728,Medium
457,0,1,0.8169505059112256,High
459,1,1,0.7731066340622829,High
462,0,1,0.6820567707573834,Medium
466,1,1,0.7693995657069799,High
468,1,1,0.6763617305503917,Medium
469,0,1,0.5615010689364989,Medium
471,1,1,0.7209598778399111,High
477,0,1,0.5610784079934946,Medium
478,1,1,0.7234945254645984,High
481,1,1,0.5695740334702948,Medium
485,1,1,0.5830997585720521,Medium
491,0,1,0.6055453183707521,Medium
497,1,1,0.712737208022329,High
507,1,1,0.7091809093911186,High
508,1,1,0.5567084804347837,Medium
513,0,1,0.6833218448415834,Medium
514,1,1,0.7777850883582803,High
519,1,1,0.5883890321862072,Medium
520,1,1,0.6354618928660043,Medium
521,0,1,0.5704901382749118,Medium
531,0,1,0.5112108417741524,Medium
533,0,1,0.5692516410490998,Medium
536,1,1,0.6167733212232991,Medium
537,1,1,0.6449566074225813,Medium
540,1,1,0.6616872430093472,Medium
546,1,1,0.7118936557091231,High
556,1,1,0.5089322728491034,Medium
559,0,1,0.6563151306869376,Medium
565,1,1,0.6742670816541994,Medium
576,0,1,0.7250823415389279,High
582,1,1,0.6567613024613028,Medium
589,1,1,0.6119552480605709,Medium
593,1,1,0.5750782613442565,Medium
599,1,1,0.6361015286240838,Medium
601,0,1,0.5981959603513972,Medium
604,1,1,0.5072708803896477,Medium
617,1,1,0.6990753604982372,Medium
618,1,1,0.6860458791741577,Medium
621,1,1,0.6185719095428971,Medium
627,0,1,0.5050372755505771,Medium
630,0,1,0.5264896905238929,Medium
637,1,1,0.6912335941958923,Medium
639,1,1,0.5880848794323461,Medium
640,0,1,0.7274081434407501,High
649,1,1,0.6550155619591713,Medium
652,0,1,0.5400802167974734,Medium
656,1,1,0.6485611269658413,Medium
665,1,1,0.6321752043294785,Medium
668,1,1,0.5923189612820486,Medium
670,0,1,0.530374730621399,Medium
675,1,1,0.8013708679865293,High
679,1,1,0.5989921095896179,Medium
681,1,1,0.8196366174307264,High
688,0,1,0.5129561391411426,Medium
689,1,1,0.5791296473588781,Medium
702,1,1,0.5396542176576633,Medium
708,1,1,0.6024384364051008,Medium
711,1,1,0.6788647736174688,Medium
721,1,1,0.7271328462542094,High
723,1,1,0.677528922429674,Medium
727,1,1,0.7342500946430405,High
728,0,1,0.6646064476397244,Medium
733,1,1,0.6961189225896259,Medium
745,1,1,0.7026089798877181,High
747,1,1,0.6241205094897995,Medium
750,1,1,0.6553960208381233,Medium
756,1,1,0.7088097327645397,High
758,1,1,0.6498931329882427,Medium
760,1,1,0.5789462715416034,Medium
768,0,1,0.5755235201058846,Medium
774,1,1,0.6687600572525471,Medium
777,0,1,0.7378496860298619,High
782,0,1,0.5851775634993218,Medium
790,1,1,0.5369462033101765,Medium
791,0,1,0.7148802944892673,High
792,1,1,0.6475378955286976,Medium
796,0,1,0.5486451956781593,Medium
804,1,1,0.632718507764984,Medium
807,0,1,0.6981286123227869,Medium
813,0,1,0.5420299514219866,Medium
817,1,1,0.716786692106101,High
821,0,1,0.7330069784047651,High
823,1,1,0.7378584235744553,High
824,1,1,0.6536550423390012,Medium
825,1,1,0.5201730964378746,Medium
826,1,1,0.7227391354027679,High
836,1,1,0.699799237184341,Medium
838,1,1,0.6362558107043572,Medium
845,0,1,0.7018752060415091,High
849,0,1,0.6838912034016693,Medium
854,1,1,0.6287252322435115,Medium
858,1,1,0.5404777583613664,Medium
859,0,1,0.5615283617608161,Medium
860,1,1,0.7728770490107721,High
864,1,1,0.7445136404454927,High
871,0,1,0.6952932523536014,Medium
874,1,1,0.6001128866566523,Medium
876,1,1,0.5484350784537049,Medium
886,1,1,0.716816137522174,High
889,1,1,0.7258133653861374,High
899,1,1,0.5255901483280828,Medium
904,1,1,0.7173385159093721,High
910,0,1,0.6467402355939882,Medium
916,1,1,0.7207049082166637,High
918,1,1,0.6292053258991417,Medium
922,0,1,0.5317315502558647,Medium
927,1,1,0.6875176887857194,Medium
937,1,1,0.7910441576794159,High
944,1,1,0.5020930856929171,Medium
953,1,1,0.7246105587154542,High
961,0,1,0.5015562693050731,Medium
965,1,1,0.6901269508354602,Medium
971,1,1,0.6405106554668104,Medium
974,0,1,0.7129838366930665,High
981,0,1,0.5139065751681537,Medium
987,0,1,0.7189791119785078,High
989,1,1,0.5336028045194687,Medium
991,0,1,0.6771638606575442,Medium
992,0,1,0.5303802476570109,Medium
995,0,1,0.5623832092887395,Medium
997,1,1,0.683949234422397,Medium
998,1,1,0.6324810287510991,Medium
1006,0,1,0.5390083866502607,Medium
1007,0,1,0.6138408473750181,Medium
1008,1,1,0.5653982286764148,Medium
1012,1,1,0.6571529463112097,Medium
1014,1,1,0.7169758986841168,High
1015,1,1,0.768020966086728,High
1016,0,1,0.5807082222542252,Medium
1019,1,1,0.6681459393286334,Medium
1021,0,1,0.5286770916131827,Medium
1022,0,1,0.6776313058769391,Medium
1024,1,1,0.6475845964205458,Medium
1034,1,1,0.5675537835410126,Medium
1035,1,1,0.5978725776884748,Medium
1036,1,1,0.6231275085777118,Medium
1037,0,1,0.7887764048905663,High
1038,1,1,0.6166216271213035,Medium
1039,1,1,0.6549840386042155,Medium
1042,1,1,0.7151774298290114,High
1044,0,1,0.6015581199925862,Medium
1047,1,1,0.5641039912011455,Medium
1048,0,1,0.5687432702246669,Medium
1055,0,1,0.573533545984542,Medium
1061,0,1,0.5455101032096161,Medium
1065,0,1,0.599108657657502,Medium
1074,0,1,0.5206882422779809,Medium
1076,1,1,0.5813140825299596,Medium
1077,1,1,0.5703676370916965,Medium
1082,1,1,0.73209137155578,High
1086,1,1,0.6118001028932648,Medium
1097,0,1,0.6538528896524013,Medium
1098,0,1,0.6853796466170293,Medium
1102,1,1,0.5924168007097901,Medium
1104,1,1,0.5719906543152615,Medium
1107,1,1,0.8368311024517086,High
1110,1,1,0.8396121992168565,High
1113,1,1,0.7135314102962738,High
1119,0,1,0.5020421665069951,Medium
1120,1,1,0.74161717726462,High
1136,1,1,0.673648164689453,Medium
1139,1,1,0.5254524234129618,Medium
1145,0,1,0.7703629255928086,High
1146,0,1,0.5787251021357632,Medium
1148,1,1,0.575763092499036,Medium
1150,0,1,0.5467348706507167,Medium
1151,1,1,0.7727815503285992,High
1152,1,1,0.6920415299210848,Medium
1157,1,1,0.6932317198131264,Medium
1161,1,1,0.7214708488741652,High
1163,1,1,0.691013739838446,Medium
1164,1,1,0.7107492548874309,High
1182,1,1,0.5888146784705268,Medium
1195,1,1,0.6504362159876304,Medium
1201,1,1,0.7090588112608334,High
1209,1,1,0.5634876198996072,Medium
1217,0,1,0.6058965171080556,Medium
1227,1,1,0.6027685055419161,Medium
1245,1,1,0.6899470730060121,Medium
1247,1,1,0.666783866964757,Medium
1248,1,1,0.7707068967221691,High
1250,1,1,0.5031095057200522,Medium
1261,1,1,0.5899279268979593,Medium
1266,0,1,0.5201694416687185,Medium
1270,0,1,0.6621700392743882,Medium
1271,1,1,0.616036162641796,Medium
1278,1,1,0.758937444081408,High
1284,0,1,0.6868158226441363,Medium
1289,1,1,0.6432621385545819,Medium
1294,1,1,0.7260536339076548,High
1299,1,1,0.7574437948498626,High
1308,1,1,0.7862570086258549,High
1324,1,1,0.6882084158865103,Medium
1326,0,1,0.5594003744185773,Medium
1331,0,1,0.6197079266742636,Medium
1338,1,1,0.7759831307667836,High
1343,1,1,0.6541352579777809,Medium
1346,0,1,0.6253958791158778,Medium
1348,1,1,0.5624340216754145,Medium
1352,1,1,0.5069009595751154,Medium
1356,1,1,0.5459314901463083,Medium
1368,0,1,0.558875348010381,Medium
1373,0,1,0.5780982713173338,Medium
1374,1,1,0.5365847583342748,Medium
1378,1,1,0.633291286482685,Medium
1384,0,1,0.5247717475145328,Medium
1386,0,1,0.6835065600484728,Medium
1387,1,1,0.7646483049469445,High
1388,1,1,0.6650977014646318,Medium
1393,0,1,0.6867003248837622,Medium
1395,0,1,0.7587987523683374,High
1399,1,1,0.5156055780259102,Medium
1400,1,1,0.7268515560762285,High
1402,1,1,0.7712720761687454,High
