customerID,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Level
2,0,0,0.06175433273071842,Low
3,0,0,0.004517745227457037,Low
5,0,0,0.005829306632156283,Low
6,1,0,0.28564720054240206,Low
7,0,0,0.046497248230920614,Low
8,0,0,0.003662887065177891,Low
9,1,0,0.0491540006423446,Low
10,1,0,0.19951526785860685,Low
11,0,0,0.19571127137381536,Low
12,0,0,0.3690059164123433,Low
13,0,0,0.19183374046468443,Low
15,0,0,0.11492012994653379,Low
17,1,0,0.38971560443828535,Low
19,0,0,0.478223961587779,Medium
20,1,0,0.48859917485275434,Medium
22,0,0,0.25073078792141673,Low
23,0,0,0.26516391228390457,Low
24,0,0,0.1674205035093914,Low
25,0,0,0.20079492566221321,Low
26,1,0,0.35352295481749124,Low
27,1,0,0.34381559627910996,Low
28,0,0,0.16377416303656867,Low
30,0,0,0.01313939641528041,Low
31,0,0,0.2986311315558724,Low
32,0,0,0.013514180880083188,Low
33,0,0,0.023187386254036987,Low
34,0,0,0.02750084240243039,Low
35,0,0,0.20608291689501973,Low
36,0,0,0.02478589096202156,Low
37,0,0,0.0025931965072687755,Low
39,0,0,0.2731858200264082,Low
40,1,0,0.38543036694308314,Low
42,0,0,0.27525089469696534,Low
44,0,0,0.11473230132437325,Low
46,0,0,0.009305645476980472,Low
47,1,0,0.413019618108953,Medium
50,1,0,0.08248224931316867,Low
51,0,0,0.09662514057916419,Low
52,0,0,0.24482404919954923,Low
53,0,0,0.05447007921830317,Low
54,0,0,0.07214210396750563,Low
55,0,0,0.21134759655417867,Low
56,0,0,0.007699619465988101,Low
57,0,0,0.019244713143761714,Low
59,0,0,0.23206723411988758,Low
61,0,0,0.23342438152816525,Low
62,0,0,0.2749085797144946,Low
63,0,0,0.1213791400662972,Low
64,0,0,0.05261173960590459,Low
66,0,0,0.0022455306943882595,Low
67,0,0,0.012307660607486885,Low
68,0,0,0.012880633234618568,Low
69,0,0,0.01954921229631238,Low
70,0,0,0.009761234643978009,Low
72,0,0,0.024500582163361862,Low
75,0,0,0.33693005206435095,Low
76,0,0,0.2390822099703434,Low
77,0,0,0.2317437882143049,Low
78,0,0,0.25954740946278476,Low
79,0,0,0.2574707350542193,Low
80,0,0,0.030307584036732366,Low
81,0,0,0.2519580933024319,Low
83,0,0,0.19063917823055315,Low
84,1,0,0.23524774472172386,Low
85,0,0,0.005436594055963967,Low
87,1,0,0.1595759132931512,Low
88,1,0,0.3133518085665976,Low
89,0,0,0.018598429839548607,Low
90,0,0,0.009740317092339896,Low
91,0,0,0.3929818340083158,Low
92,0,0,0.1097737909927122,Low
94,0,0,0.08499411522312345,Low
95,0,0,0.0018196970933962071,Low
96,0,0,0.006712171048340828,Low
97,0,0,0.4826169108898017,Medium
98,0,0,0.19733479749363222,Low
100,0,0,0.016965097846784894,Low
101,0,0,0.4900252279083309,Medium
103,0,0,0.029831788077693436,Low
104,0,0,0.021983519674054562,Low
105,0,0,0.2494431794564563,Low
107,0,0,0.005656778814642843,Low
108,0,0,0.013191925692275038,Low
109,0,0,0.36810362997597573,Low
110,0,0,0.028543787296298834,Low
111,1,0,0.4807644416279342,Medium
112,0,0,0.0468463534651645,Low
113,0,0,0.12012273435449101,Low
114,0,0,0.4891181686853525,Medium
115,0,0,0.04818317576202584,Low
116,0,0,0.16414649461455083,Low
117,0,0,0.010729600639417195,Low
118,0,0,0.3519338765233115,Low
119,0,0,0.2809402486315446,Low
120,0,0,0.004019435123708802,Low
121,0,0,0.05835599111658458,Low
122,0,0,0.029732125999600807,Low
123,0,0,0.03429678210959649,Low
125,0,0,0.1623672515115177,Low
126,0,0,0.19933287326023214,Low
129,0,0,0.002247983846204267,Low
131,0,0,0.1286695501436184,Low
135,0,0,0.16769622549003574,Low
136,0,0,0.2605666671544656,Low
137,1,0,0.2806677513086696,Low
138,0,0,0.06883137469630486,Low
139,0,0,0.047490812656071794,Low
141,1,0,0.3489170823994289,Low
142,0,0,0.04049601155261006,Low
145,0,0,0.006115259893410013,Low
146,0,0,0.14130394941194876,Low
147,0,0,0.12625580238689987,Low
148,0,0,0.4213016909889993,Medium
149,0,0,0.013971568022765326,Low
150,0,0,0.005385141310888944,Low
151,0,0,0.04079896164318359,Low
152,0,0,0.0700904409898746,Low
155,0,0,0.37978659755240307,Low
156,0,0,0.12098635033926358,Low
157,0,0,0.06402002471111533,Low
159,0,0,0.08085943203415402,Low
160,0,0,0.0045495716251909065,Low
161,0,0,0.45973760183067935,Medium
164,0,0,0.006924324044403743,Low
165,0,0,0.005047845830827697,Low
167,1,0,0.2931006848714901,Low
168,0,0,0.024111751943506267,Low
169,0,0,0.07357094774375289,Low
170,0,0,0.012747371149253756,Low
171,0,0,0.01758108388095671,Low
172,1,0,0.2655245758090465,Low
173,0,0,0.024393334607201188,Low
174,0,0,0.01971388059043686,Low
175,0,0,0.10320423222909869,Low
177,0,0,0.059279454469248496,Low
178,0,0,0.03736933623240235,Low
180,0,0,0.09357617265390336,Low
182,0,0,0.0017342494436331742,Low
184,0,0,0.006234404749203503,Low
185,0,0,0.0026937167409958646,Low
186,0,0,0.0024588434049218192,Low
188,1,0,0.4792745682038872,Medium
190,0,0,0.0769163249458671,Low
191,1,0,0.3781206557053641,Low
192,0,0,0.02145221893281084,Low
193,0,0,0.09117013800811265,Low
194,0,0,0.04815443263900585,Low
195,0,0,0.36262293325996203,Low
196,0,0,0.16409221365129892,Low
198,0,0,0.01147980123411624,Low
199,0,0,0.09382017625483721,Low
200,0,0,0.006315190858011375,Low
202,0,0,0.10391065141317397,Low
203,0,0,0.021457183011146606,Low
204,0,0,0.19715390530533666,Low
205,0,0,0.2359451471247255,Low
206,1,0,0.19908909872815436,Low
207,0,0,0.2246636208862806,Low
208,0,0,0.2446219397671087,Low
210,0,0,0.11493444261027842,Low
211,0,0,0.0037091428699258357,Low
212,0,0,0.12899019146386764,Low
213,0,0,0.4912527593021962,Medium
214,0,0,0.3187759044278625,Low
216,0,0,0.029457183993838145,Low
217,0,0,0.04262984668002336,Low
218,0,0,0.19455930340670202,Low
219,0,0,0.2055208273771623,Low
220,0,0,0.05305103373630228,Low
223,0,0,0.022685135128810978,Low
224,0,0,0.024764119862387204,Low
225,0,0,0.004553777031759184,Low
226,0,0,0.10650931917536782,Low
227,0,0,0.017401792329672032,Low
228,0,0,0.007907549023567046,Low
230,0,0,0.3819417260718802,Low
231,0,0,0.04216727392689504,Low
232,0,0,0.008168663947325419,Low
234,0,0,0.10777086253415105,Low
236,0,0,0.010020702786574848,Low
238,0,0,0.2143868139525231,Low
240,0,0,0.01572456241772451,Low
241,0,0,0.05121677395580434,Low
242,0,0,0.0508679611811296,Low
244,0,0,0.01509779286153644,Low
245,0,0,0.039766910672468354,Low
246,0,0,0.011598398130521367,Low
247,0,0,0.2750425569568172,Low
249,0,0,0.026791213773303367,Low
250,0,0,0.4476735205495444,Medium
251,1,0,0.4806414512965241,Medium
252,0,0,0.3565961276258712,Low
253,0,0,0.030062273971214526,Low
254,0,0,0.01942415688444064,Low
255,0,0,0.41578183184806905,Medium
257,0,0,0.037956439177739214,Low
258,0,0,0.03807862368238817,Low
259,0,0,0.003983894589794848,Low
260,0,0,0.006243523924001917,Low
261,0,0,0.12543579510277406,Low
262,1,0,0.19805961775735695,Low
263,0,0,0.11223201485349588,Low
265,0,0,0.21550943843971368,Low
266,0,0,0.05469333530837946,Low
267,0,0,0.22209423293752298,Low
268,0,0,0.2292824221244199,Low
269,0,0,0.09906605431354341,Low
270,1,0,0.16192471863089744,Low
271,0,0,0.010549329513685146,Low
272,1,0,0.2990803475358298,Low
274,1,0,0.06767949979083608,Low
275,0,0,0.002963640312812185,Low
276,0,0,0.1525051797014775,Low
277,0,0,0.32356034681598017,Low
278,0,0,0.18974737858482224,Low
279,0,0,0.12663158142976225,Low
280,0,0,0.012367033904209354,Low
281,0,0,0.11639206577507806,Low
282,0,0,0.021624593834255357,Low
283,0,0,0.09930756778133445,Low
284,0,0,0.015243388704794181,Low
285,1,0,0.09686372242297865,Low
290,0,0,0.04394752294350922,Low
291,0,0,0.12562081396588703,Low
292,0,0,0.0024038590039082985,Low
293,0,0,0.05495044752500293,Low
294,0,0,0.08206958208589055,Low
295,0,0,0.047130460543817705,Low
297,0,0,0.13574656723813744,Low
298,1,0,0.25110106818297845,Low
300,1,0,0.3171577571426744,Low
301,0,0,0.2763090755564288,Low
302,0,0,0.28316925008080696,Low
303,0,0,0.06095779661845951,Low
304,0,0,0.368476334461553,Low
305,0,0,0.05992168755622919,Low
306,0,0,0.005781715329210044,Low
307,0,0,0.005792778760298414,Low
308,0,0,0.14712538252507348,Low
309,0,0,0.27646924917817206,Low
311,0,0,0.42237188927113795,Medium
312,0,0,0.003428734349884421,Low
313,0,0,0.009273635072632432,Low
314,1,0,0.05166116088941757,Low
315,0,0,0.014781931150800126,Low
317,0,0,0.0020179560098580666,Low
318,0,0,0.05753453814689968,Low
319,1,0,0.391393711160139,Low
320,0,0,0.00781583836025903,Low
322,0,0,0.046025263773554384,Low
324,0,0,0.06859305770987272,Low
326,0,0,0.020754803604406912,Low
327,1,0,0.1899693193637287,Low
328,0,0,0.04012473282519648,Low
329,0,0,0.20953710045626514,Low
330,0,0,0.015304526287542556,Low
331,0,0,0.40347465136430877,Medium
332,0,0,0.2221570696404411,Low
333,1,0,0.49944315755583035,Medium
335,0,0,0.011399822068282241,Low
336,0,0,0.010746774059249719,Low
337,0,0,0.3206533845725586,Low
338,0,0,0.26068174168282127,Low
340,0,0,0.008673411517978563,Low
341,0,0,0.09034125031683442,Low
342,0,0,0.21144038487852185,Low
343,0,0,0.033012069079720256,Low
344,1,0,0.4294103943777668,Medium
345,1,0,0.4306458558742032,Medium
346,0,0,0.14554241541475668,Low
348,0,0,0.13023819345737384,Low
349,0,0,0.1140385192487598,Low
350,0,0,0.017160273996129034,Low
353,0,0,0.2032367085189984,Low
354,1,0,0.3006084827505821,Low
355,0,0,0.011348808949992649,Low
356,0,0,0.11136836112401474,Low
357,1,0,0.14930613214028138,Low
358,0,0,0.015479463268668238,Low
361,0,0,0.1344590481953256,Low
362,0,0,0.27772753669461075,Low
363,0,0,0.18027471219317326,Low
364,0,0,0.21808163661108043,Low
365,0,0,0.05571575294269498,Low
367,1,0,0.07270591767824132,Low
368,1,0,0.4028407406368857,Medium
369,1,0,0.20402441547415404,Low
371,0,0,0.20516118884634657,Low
376,0,0,0.16889851408402484,Low
377,0,0,0.09251633679912882,Low
378,0,0,0.07798700300247745,Low
382,0,0,0.015982014840391186,Low
383,0,0,0.0027896332177310924,Low
385,0,0,0.00627147850243562,Low
386,1,0,0.34014772813938016,Low
388,0,0,0.048809162945309494,Low
390,0,0,0.06861725989666066,Low
391,0,0,0.06120336262471325,Low
392,0,0,0.015383174846810992,Low
393,0,0,0.3007670068625464,Low
395,0,0,0.22156497809744996,Low
398,0,0,0.41330608965155935,Medium
399,0,0,0.19751581482140623,Low
400,1,0,0.40699779593071583,Medium
402,1,0,0.4732348438450583,Medium
403,1,0,0.2548585362836173,Low
404,0,0,0.10827597758073504,Low
405,0,0,0.037270859368751415,Low
406,1,0,0.16864565929727154,Low
407,0,0,0.003363584259040202,Low
408,0,0,0.20421000805369968,Low
411,0,0,0.059247866511753934,Low
412,0,0,0.2468447889104466,Low
415,0,0,0.15116713378551822,Low
416,0,0,0.295451089755265,Low
420,0,0,0.2954838234223235,Low
421,0,0,0.17776145545798108,Low
422,0,0,0.4391059057974277,Medium
423,0,0,0.0174027343095377,Low
424,0,0,0.0748125752569483,Low
425,1,0,0.34501665536926807,Low
427,0,0,0.18600554057011462,Low
428,0,0,0.21466573277534565,Low
430,0,0,0.45044589219926406,Medium
431,0,0,0.09081405528810363,Low
433,0,0,0.02289340577452716,Low
434,0,0,0.016103970219165827,Low
435,0,0,0.03486589552160471,Low
437,0,0,0.1421540778235175,Low
438,0,0,0.2607395125440108,Low
440,0,0,0.022046462013565,Low
441,0,0,0.013669240419619933,Low
442,1,0,0.10062560807239869,Low
443,1,0,0.32941200899102907,Low
444,0,0,0.01079355191501291,Low
445,0,0,0.24432280907530102,Low
446,1,0,0.2537570890520239,Low
447,0,0,0.2118717907347729,Low
448,1,0,0.19671332915168452,Low
449,0,0,0.08226369168387884,Low
450,0,0,0.279009611835513,Low
451,0,0,0.22489397982728201,Low
452,0,0,0.23049248010316792,Low
453,0,0,0.06448221197598808,Low
456,0,0,0.193216819597177,Low
458,0,0,0.0036100904882870664,Low
460,1,0,0.4917846095940002,Medium
461,0,0,0.2007867462469602,Low
463,0,0,0.0385590911391088,Low
464,0,0,0.1169654671318498,Low
465,0,0,0.04348752011651687,Low
467,0,0,0.38314190772660967,Low
470,0,0,0.23316879399585566,Low
472,0,0,0.03668027811534262,Low
473,0,0,0.1452198643884366,Low
474,0,0,0.0037358104738596364,Low
475,1,0,0.3637882962333344,Low
476,0,0,0.011425812803495559,Low
479,0,0,0.0597475671616006,Low
480,1,0,0.3907507057340218,Low
482,0,0,0.4171733519331491,Medium
483,1,0,0.4475991329902712,Medium
484,0,0,0.15308743996079463,Low
486,0,0,0.0779123682850935,Low
487,0,0,0.040491025170425944,Low
488,0,0,0.003124938210443744,Low
489,0,0,0.1453260829719429,Low
