customerID,Actual_Churn,Predicted_Churn,Churn_Probability,Risk_Level
1,1,1,0.6921136409831756,Medium
2,0,0,0.06175433273071842,Low
3,0,0,0.004517745227457037,Low
4,1,1,0.6064063542817864,Medium
5,0,0,0.005829306632156283,Low
6,1,0,0.28564720054240206,Low
7,0,0,0.046497248230920614,Low
8,0,0,0.003662887065177891,Low
9,1,0,0.0491540006423446,Low
10,1,0,0.19951526785860685,Low
11,0,0,0.19571127137381536,Low
12,0,0,0.3690059164123433,Low
13,0,0,0.19183374046468443,Low
14,1,1,0.5323746874973304,Medium
15,0,0,0.11492012994653379,Low
16,1,1,0.7396989008981621,High
17,1,0,0.38971560443828535,Low
18,1,1,0.6641147305166252,Medium
19,0,0,0.478223961587779,Medium
20,1,0,0.48859917485275434,Medium
21,0,1,0.6970868425894198,Medium
22,0,0,0.25073078792141673,Low
23,0,0,0.26516391228390457,Low
24,0,0,0.1674205035093914,Low
25,0,0,0.20079492566221321,Low
26,1,0,0.35352295481749124,Low
27,1,0,0.34381559627910996,Low
28,0,0,0.16377416303656867,Low
29,0,1,0.7298437048463633,High
30,0,0,0.01313939641528041,Low
31,0,0,0.2986311315558724,Low
32,0,0,0.013514180880083188,Low
33,0,0,0.023187386254036987,Low
34,0,0,0.02750084240243039,Low
35,0,0,0.20608291689501973,Low
36,0,0,0.02478589096202156,Low
37,0,0,0.0025931965072687755,Low
38,1,1,0.6258902308108327,Medium
39,0,0,0.2731858200264082,Low
40,1,0,0.38543036694308314,Low
41,1,1,0.6563912776174813,Medium
42,0,0,0.27525089469696534,Low
43,1,1,0.728152763918415,High
44,0,0,0.11473230132437325,Low
45,1,1,0.6142119739811583,Medium
46,0,0,0.009305645476980472,Low
47,1,0,0.413019618108953,Medium
48,1,1,0.5370807210080241,Medium
49,1,1,0.642288166851868,Medium
50,1,0,0.08248224931316867,Low
51,0,0,0.09662514057916419,Low
52,0,0,0.24482404919954923,Low
53,0,0,0.05447007921830317,Low
54,0,0,0.07214210396750563,Low
55,0,0,0.21134759655417867,Low
56,0,0,0.007699619465988101,Low
57,0,0,0.019244713143761714,Low
58,0,1,0.5247682189521553,Medium
59,0,0,0.23206723411988758,Low
60,0,1,0.6643636884013129,Medium
61,0,0,0.23342438152816525,Low
62,0,0,0.2749085797144946,Low
63,0,0,0.1213791400662972,Low
64,0,0,0.05261173960590459,Low
65,1,1,0.5467476304757372,Medium
66,0,0,0.0022455306943882595,Low
67,0,0,0.012307660607486885,Low
68,0,0,0.012880633234618568,Low
69,0,0,0.01954921229631238,Low
70,0,0,0.009761234643978009,Low
71,1,1,0.7481645224579645,High
72,0,0,0.024500582163361862,Low
73,1,1,0.6144559515597964,Medium
74,1,1,0.5794761367839375,Medium
75,0,0,0.33693005206435095,Low
76,0,0,0.2390822099703434,Low
77,0,0,0.2317437882143049,Low
78,0,0,0.25954740946278476,Low
79,0,0,0.2574707350542193,Low
80,0,0,0.030307584036732366,Low
81,0,0,0.2519580933024319,Low
82,1,1,0.5408537954345456,Medium
83,0,0,0.19063917823055315,Low
84,1,0,0.23524774472172386,Low
85,0,0,0.005436594055963967,Low
86,1,1,0.5469681895280499,Medium
87,1,0,0.1595759132931512,Low
88,1,0,0.3133518085665976,Low
89,0,0,0.018598429839548607,Low
90,0,0,0.009740317092339896,Low
91,0,0,0.3929818340083158,Low
92,0,0,0.1097737909927122,Low
93,0,1,0.6936914643172019,Medium
94,0,0,0.08499411522312345,Low
95,0,0,0.0018196970933962071,Low
96,0,0,0.006712171048340828,Low
97,0,0,0.4826169108898017,Medium
98,0,0,0.19733479749363222,Low
